"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_51","garrett_61","garrett_96","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","garrett_57","garrett_89","garrett_38","garrett_68","garrett_62","garrett_66","garrett_41","garrett_71","garrett_70","garrett_78","garrett_40","garrett_45","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Cupriavidus taiwanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0,0,0,0,0,0.00245164137389983,0,0,0,0,0,0,0,0,0,0
"Burkholderia contaminans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0.000372050799816207,9.70045951076702e-05,5.31612327026639e-05,0.000157535390325437,6.22989431399623e-05,0.000176341029443662,0,0,0.0098065654955993,0,0.00631233430122459,0,0,0,0,0,0.000225078341330179,0,0.00136265772763197
"Burkholderia vietnamiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0.000318967396215983,0.00047260617097631,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0.000269556673616736,0,0,0,0
"Burkholderia ubonensis",0.00162129736214919,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0.00156829534137869,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,5.25117967751455e-05,2.07663143799874e-05,5.87803431478872e-05,0,0.00536442314569773,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Burkholderia cepacia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0.00300806160510167,0,0,0,0,0,0,0,0,0.000342486083648801,0.000372050799816207,0.000291013785323011,5.31612327026639e-05,0,6.22989431399623e-05,0,0.00678782942184663,0,0.0245164137389983,0.000169218195017201,0.00210411143374153,0,0,0,0,0,5.62695853325448e-05,0,0
"Burkholderia cenocepacia",0,0,0,0,0,0.0166195778627223,0,0,0,0.000502975097702913,0,0,0,0,0.0149209191286183,0,0,0,0.00300806160510167,0.00145938530690873,0,0,0,0.0067710919514287,0,0,0,0.000342486083648801,0.0025113428987594,4.85022975538351e-05,5.31612327026639e-05,0.000787676951627183,2.07663143799874e-05,0.000235121372591549,0.0254543603319249,0.0160932694370932,0.0784525239647944,0.000169218195017201,0.0126246686024492,0.00033157872922452,0,6.13972667164803e-05,0,0.000515233390421193,0.000393887097327814,0,0.0170332215953997
"Burkholderia latens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkholderia pseudomallei",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85022975538351e-05,5.31612327026639e-05,0,0.000145364200659912,0,0,0,0,0,0,0.00016578936461226,0,0.000122794533432961,0,0.000103046678084239,0,0,0
"Burkholderia oklahomensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Burkholderia sp. FERM BP-3421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0.000145506892661505,0.000318967396215983,5.25117967751455e-05,6.22989431399623e-05,0,0,0.0107288462913955,0,0,0,0,0,0,0,0.000103046678084239,0,0,0
"Burkholderia sp. S-53",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451406130095247,0,0,0,5.70810139414668e-05,9.30126999540517e-05,4.85022975538351e-05,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0.000269556673616736,0,0,0,0
"Burkholderia sp. NRF60-BP8",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0,0,0,0,0,0,0,0.00300806160510167,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0.00204398659144796
"Burkholderia sp. MS389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkholderia gladioli",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265308288230924,0,0,0.000279038099862155,0,0.000159483698107992,5.25117967751455e-05,0.000124597886279925,0.000176341029443662,0.00509087206638497,0,0,0,0,0,0,0.000184191800149441,0.000134778336808368,0,0,0.000214402257226964,0
"Burkholderia plantarii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,5.25117967751455e-05,0,5.87803431478872e-05,0.0220604456210015,0.00178814104856591,0,0,0,0,0,0,0,0,0,0,0
"Pandoraea pulmonicola",0,0,0.00401558045215436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0.000134778336808368,0,5.62695853325448e-05,0,0
"Pandoraea apista",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0,0,0,0,2.07663143799874e-05,0,0.00339391471092331,0,0,0,0,0,0,0,0.000134778336808368,0,0,0,0
"Pandoraea norimbergensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,5.25117967751455e-05,2.07663143799874e-05,0,0.0254543603319249,0,0,0.000169218195017201,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Pandoraea vervacti",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,5.70810139414668e-05,9.30126999540517e-05,0,0,0.000105023593550291,2.07663143799874e-05,0,0,0,0.00490328274779965,0.000169218195017201,0,0,0,0,0.000134778336808368,0,0,0,0
"Pandoraea thiooxydans",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,0,0,0.000105023593550291,6.22989431399623e-05,5.87803431478872e-05,0,0,0.00245164137389983,0,0,0.00016578936461226,0,6.13972667164803e-05,0,0,0,0,0
"Pandoraea oxalativorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235121372591549,0,0.00178814104856591,0.00735492412169948,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Pandoraea pnomenusa",0.00162129736214919,0,0,0,0,0.0332391557254446,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,4.85022975538351e-05,5.31612327026639e-05,0.000105023593550291,4.15326287599748e-05,0,0.00169695735546166,0,0,0,0.00105205571687077,0,0.0017124998216146,0.000184191800149441,0,0,0,0,0.00340664431907993
"Pandoraea sp. XY-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105023593550291,0.000747587317679547,5.87803431478872e-05,0,0,0.0122582068694991,0,0,0,0,0,0,0,0,0,0.00272531545526395
"Caballeronia sp. Lep1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000651088899678362,0,0,5.25117967751455e-05,6.22989431399623e-05,0,0,0,0,0,0,0,0,0.000184191800149441,0,0,0,0,0
"Caballeronia sp. M1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Caballeronia grimmiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265308288230924,0,0.000114162027882934,0,0,0,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0,0.0031561671506123,0,0,0,0,0,0,0,0
"Ralstonia mannitolilytica",0,0,0,0.0100745516824501,0,0.0664783114508891,0.00657591898467811,0,0,0,0,0,0,0,0.0596836765144733,0,0,0.00149378585086042,0,0,0,0,0.0129382843834907,0,0,0,0,0.0011987012927708,0.00213929209894319,0.000436520677984516,5.31612327026639e-05,0.00220549546455611,0.000145364200659912,0.000235121372591549,0.0186665309100782,0.0250339746799228,0.0907107308342936,0.000338436390034402,0.0273534486386399,0,0.00114166654774307,0.000122794533432961,0,0.00206093356168477,0,0,0.00340664431907993
"Ralstonia pseudosolanacearum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0.000105023593550291,6.22989431399623e-05,5.87803431478872e-05,0,0,0.00245164137389983,0.000338436390034402,0.00105205571687077,0.00016578936461226,0,0.000245589066865921,0,0.000103046678084239,0,0,0
"Ralstonia syzygii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0.000169218195017201,0,0,0,6.13972667164803e-05,0,0.000206093356168477,0,0,0
"Ralstonia pickettii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000372050799816207,4.85022975538351e-05,0.000159483698107992,0,0.000186896829419887,0,0.00509087206638497,0.00536442314569773,0.00735492412169948,0,0.0115726128855784,0,0,0,0,0,5.62695853325448e-05,0,0.00204398659144796
"Ralstonia insidiosa",0,0,0,0,0,0,0,0,0,0,0,0,0.0701262272089762,0,0,0,0,0,0,0,0,0,0,0,0.00278206679742381,0,0,0.000285405069707334,0.000279038099862155,0,0.00026580616351332,0.000157535390325437,0.000103831571899937,5.87803431478872e-05,0.00169695735546166,0.0286102567770546,0.0098065654955993,0,0.00420822286748306,0,0,0,0.000134778336808368,0.000515233390421193,0,0.000214402257226964,0.00272531545526395
"Polynucleobacter sp. MWH-UH2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polynucleobacter duraquae",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lautropia mirabilis",0.191313088733605,0.569543187085117,0.0963739308517046,0,0,0,0.236733083448412,0.0433275563258232,0.0276182059213434,0.0155922280287903,0.0427167876975651,0.125304046583622,0,0.027445168474127,0,0.0961076405574243,0.748005319148936,0.00448135755258126,0.0887378173504993,0.0248095502174484,0.000808400902175407,0,0.00323457109587269,0.422064731639056,0.299072180723059,0.124694895468534,0.0837287189506001,0.0158114408617863,0.230299445086232,0.418429320996936,0.0325346744140303,0.0763521525110616,0.0785797336138724,0.116149958060225,0.0916356971949295,0.00357628209713182,0.0294196964867979,0,0.0105205571687077,0.00215526173995938,0.0136999985729168,0.00693789113896227,0.0159038437433874,0.000824373424673909,0.016318179746438,0.181598711871239,0.260948954841523
"Trinickia caryophylli",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,9.30126999540517e-05,0.000388018380430681,0,0,0,0,0,0,0,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Candidatus Vallotia cooleyia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85022975538351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutterella wadsworthensis",0,0,0.0602337067823154,0.0402982067298005,0,0.0332391557254446,0.0263036759387124,0.173310225303293,0.00552364118426867,0.098080144052068,0.384451089278086,0.00491388417974988,1.12201963534362,0,0.611757684273351,0,0.0166223404255319,0,0.00150403080255084,0.016053238375996,0,0.09765625,0.00323457109587269,0.0135421839028574,0,0,0,0.0011987012927708,0.0028833936985756,0.00019400919021534,0.00143535328297193,0.00157535390325437,0.000103831571899937,0.000411462402035211,0.00509087206638497,0.0590086546026751,0.0956140135820932,0.000676872780068804,0.0284055043555107,0,0.000570833273871534,0.000122794533432961,0.000808670020850209,0.00247312027402173,0.000337617511995269,0.000643206771680892,0.0320224565993514
"Sutterella faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0.000279038099862155,0,0,0,0,0,0,0,0,0.000507654585051603,0,0,0,0,0,0,0,0,0
"Sutterella megalosphaeroides",0.00486389208644757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300806160510167,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,2.07663143799874e-05,0,0,0.0107288462913955,0,0,0,0,0,6.13972667164803e-05,0,0,0,0.000214402257226964,0
"Duodenibacillus massiliensis",0.00162129736214919,0,0,0,0,0,0,0.0144425187752744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0.000186025399908103,0,0,0,6.22989431399623e-05,0.000117560686295774,0,0,0,0.000507654585051603,0,0.00016578936461226,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Achromobacter xylosoxidans",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0.000186025399908103,0.000533525273092186,0.000478451094323975,0.000210047187100582,6.22989431399623e-05,5.87803431478872e-05,0,0.03933910306845,0.0171614896172988,0,0.00946850145183689,0.00016578936461226,0.000285416636935767,6.13972667164803e-05,0.000134778336808368,0,5.62695853325448e-05,0,0
"Achromobacter pestifer",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achromobacter denitrificans",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323457109587269,0,0,0,0,0,9.30126999540517e-05,0,0.000318967396215983,0.000315070780650873,4.15326287599748e-05,0,0,0,0,0,0,0,0.000285416636935767,6.13972667164803e-05,0,0,0,0,0
"Achromobacter spanius",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0.000342486083648801,0,0.00019400919021534,0,5.25117967751455e-05,6.22989431399623e-05,0,0,0,0,0.000338436390034402,0.00105205571687077,0,0,0,0,0,0,0,0.00272531545526395
"Achromobacter insolitus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,4.85022975538351e-05,0,0,2.07663143799874e-05,0,0,0,0.0122582068694991,0,0,0,0,0,0,0,0,0,0
"Achromobacter mucicolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106322465405328,0,4.15326287599748e-05,0,0,0.00536442314569773,0,0.000507654585051603,0,0.00016578936461226,0,6.13972667164803e-05,0,0,0,0,0.000681328863815987
"Achromobacter sp. AONIH1",0,0,0,0,0,0,0,0,0.00138091029606717,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,5.70810139414668e-05,0.000186025399908103,4.85022975538351e-05,5.31612327026639e-05,0.000105023593550291,2.07663143799874e-05,0,0,0,0,0,0.00526027858435383,0.00016578936461226,0,0.000368383600298882,0,0,0,0,0
"Advenella mimigardefordensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0.000228324055765867,0,0,5.31612327026639e-05,0,6.22989431399623e-05,0.000235121372591549,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bordetella genomosp. 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372050799816207,0.000145506892661505,0.000106322465405328,0.000210047187100582,4.15326287599748e-05,0,0,0,0,0.000338436390034402,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Bordetella bronchiseptica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0,0,0.00210411143374153,0,0,0,0.000134778336808368,0.000206093356168477,0,0,0
"Bordetella pseudohinzii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcaligenes faecalis",0,0,0.00803116090430872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265308288230924,0,0.000285405069707334,0,0,5.31612327026639e-05,5.25117967751455e-05,0,0,0,0.00178814104856591,0,0,0,0,0,6.13972667164803e-05,0,0,0,0.000428804514453928,0
"Alcaligenes aquatilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245589066865921,0.000539113347233472,0,0,0,0
"Oligella urethralis",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,0.000103831571899937,5.87803431478872e-05,0,0,0,0.000846090975086005,0,0,0,0,0,0,0,0,0
"Taylorella equigenitalis",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70045951076702e-05,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pollutimonas sp. M17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0,0,0,0,0,0,0,0,0,0.000338436390034402,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Pelistega ratti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0.000399567097590268,0,9.70045951076702e-05,0.000106322465405328,0.000262558983875728,0.000332261030079799,0.000411462402035211,0,0,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Kerstersia gyiorum",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,5.31612327026639e-05,0,0,0,0,0,0,0,0,0.00016578936461226,0,0,0,0,5.62695853325448e-05,0,0
"Pusillimonas sp. DMV24BSW_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019400919021534,0,0,0,0,0,0.00357628209713182,0,0,0.00105205571687077,0,0,6.13972667164803e-05,0,0,0,0,0
"Roseateles sp. DAIF2",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,5.70810139414668e-05,0.000279038099862155,4.85022975538351e-05,0.00026580616351332,0,2.07663143799874e-05,0,0,0,0,0,0.00420822286748306,0,0,6.13972667164803e-05,0,0,5.62695853325448e-05,0,0.00204398659144796
"Roseateles sp. XES5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,4.85022975538351e-05,0,0,2.07663143799874e-05,0,0,0.00178814104856591,0,0,0,0,0,0,0,0,0,0,0
"Paucibacter sp. S2-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,0,0.000212644930810656,0.000262558983875728,2.07663143799874e-05,0,0,0,0.00245164137389983,0.00101530917010321,0,0,0.000285416636935767,0,0,0,0,0,0.00408797318289592
"Paucibacter aquatile",0,0,0.00401558045215436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0.000186025399908103,0,0,0,6.22989431399623e-05,0,0,0,0.014709848243399,0,0.00210411143374153,0,0,0,0,0,0,0,0
"Roseateles depolymerans",0,0,0,0,0,0.0166195778627223,0,0,0,0.000502975097702913,0,0.00245694208987494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0.000186025399908103,0,0,0.000105023593550291,2.07663143799874e-05,0,0,0,0.00245164137389983,0.000169218195017201,0,0,0,6.13972667164803e-05,0.000269556673616736,0.000309140034252716,0,0,0
"Methylibium petroleiphilum",0,0,0,0,0,0,0,0,0.00138091029606717,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000186025399908103,0,0,0,0,0,0.0271513176873865,0,0,0.000338436390034402,0,0,0,0,0,0,0,0,0.000681328863815987
"Sphaerotilus sp. FB-5",0,0.00392788404886288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298757170172084,0,0,0,0,0,0,0,0,0,0.000114162027882934,0.00120916509940267,0,0.000106322465405328,0.000262558983875728,4.15326287599748e-05,5.87803431478872e-05,0,0.00715256419426364,0.00735492412169948,0,0,0.00016578936461226,0,0,0.000134778336808368,0.000103046678084239,0,0,0.000681328863815987
"Ideonella dechloratans",0,0,0,0,0,0.0332391557254446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0.00111615239944862,0.000291013785323011,0,5.25117967751455e-05,0,0,0.0254543603319249,0.00357628209713182,0.0171614896172988,0.000507654585051603,0.00631233430122459,0,0,0,0.000134778336808368,0.000206093356168477,0,0.000428804514453928,0.00136265772763197
"Aquincola tertiaricarbonis",0,0,0,0.00503727584122507,0,0.166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0.00102313969949457,0,0.000106322465405328,0.000262558983875728,0.000145364200659912,0,0.0101817441327699,0.00178814104856591,0.0392262619823972,0.000169218195017201,0.00736439001809536,0,0.000285416636935767,0,0,0,0,0,0.00136265772763197
"Piscinibacter sp. XHJ-5",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0.000106322465405328,0.000210047187100582,0.000166130515039899,0,0,0,0.0294196964867979,0.000507654585051603,0,0,0,6.13972667164803e-05,0,0,0,0,0.00136265772763197
"Tepidimonas taiwanensis",0,0.00392788404886288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,9.30126999540517e-05,0,0.000159483698107992,5.25117967751455e-05,4.15326287599748e-05,0,0.0152726161991549,0,0.00245164137389983,0,0.00420822286748306,0,0,6.13972667164803e-05,0,0,0.000337617511995269,0,0
"Aquabacterium olei",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0,0,0,0,0,0,0,0,0,0,0,0.00323457109587269,0.00225703065047623,0,0,0,0.00142702534853667,0.00297640639852966,0.000436520677984516,0.000212644930810656,0.000682653358076892,0.000124597886279925,5.87803431478872e-05,0.0746661236403129,0.0160932694370932,0.0588393929735958,0.000169218195017201,0.0031561671506123,0.00016578936461226,0,0,0.000269556673616736,0.000206093356168477,5.62695853325448e-05,0.000643206771680892,0.0163518927315837
"Eleftheria terrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,0,0,0.000262558983875728,0,5.87803431478872e-05,0,0,0,0,0,0,0,0.000122794533432961,0,0,0,0,0.00204398659144796
"Neisseria zalophi",0,0,0.00803116090430872,0.0402982067298005,0.00691228312711689,0,0,0,0.00138091029606717,0.000502975097702913,0,0.00491388417974988,0,0.00313659068275738,0,0,0,0,0,0,0,0,0.00323457109587269,0.00225703065047623,0.00973723379098332,0,0,0.000627891153356135,0.00427858419788638,0.00417119758962982,0.0122802447543154,0.00430596733556193,0.0119821633972527,0.00393828299090844,0,0,0,0,0,0.00066315745844904,0,0.000552575400448323,0.000539113347233472,0.00195788688360053,0.000844043779988172,0.00107201128613482,0.000681328863815987
"Neisseria dentiae",0.00324259472429838,0,0.00401558045215436,0.0352609308885755,0.00691228312711689,0,0.0131518379693562,0,0,0,0,0.00491388417974988,0,0.000784147670689344,0,0.0160179400929041,0.0166223404255319,0.00149378585086042,0.00601612321020335,0.00291877061381746,0,0,0.0129382843834907,0.0135421839028574,0.00695516699355952,0,0,0.000399567097590268,0.00306941909848371,0.00242511487769176,0.00728308888026496,0.00488359710008854,0.0222407227009665,0.00940485490366196,0,0.0107288462913955,0,0,0,0.00116052555228582,0,0.000306986333582402,0.000269556673616736,0,5.62695853325448e-05,0.000643206771680892,0.000681328863815987
"Neisseria subflava",0.189691791371455,0.471346085863545,2.15235112235474,0.916784203102962,0.262666758830442,0.0166195778627223,1.04557111856382,0.866551126516464,0.636599646486964,0.290216631374581,0.128150363092695,0.965578241320852,0,1.24208991037192,0,13.519141438411,1.62898936170213,0.485480401529637,0.443689086752497,0.128425907007968,0.00970081082610488,0.423177083333333,0.171432268081252,3.6654177763734,6.05099528439678,0.657964554812692,0.0837287189506001,0.386267221341906,0.853019471278608,1.24073727372466,4.23966146927015,1.15541706444353,7.53819288624981,2.4580176094152,0.0356361044646948,0.03933910306845,0.0343229792345976,0.0323206752482854,0.106257627403947,0.267418245119576,0.00428124955403651,0.184314594682874,0.521457385111576,0.40528258490531,0.277915481957439,0.472328172671002,0.130815141852669
"Neisseria sicca",0.0486389208644758,0.891629679091873,0.289121792555114,9.34918396131372,2.13589548627912,0.265913245803557,0.0526073518774249,0,0.0193327441449403,0.0130773525402757,0,0.0540527259772487,0,0.0603793706430795,0,1.28143520743232,0.265957446808511,0.0119502868068834,0.0165443388280592,0.00291877061381746,0,0.5859375,1.92780437314012,0.884756014986684,0.381143151247061,0.10612331529237,0.148851055912178,0.0216907852977574,0.26629535996845,0.838556222408256,0.535120968385015,0.723875118545381,0.623882382917962,0.507803384454598,0.220604456210015,0.0572205135541091,0.0269680551128981,0.0653182232766396,0.0399781172410891,0.356281344551747,0.00313958300629344,0.00392942506985474,0.00943448357658577,0.0146326282879619,0.00911567282387226,0.192318824732587,0.10015534298095
