"","garrett_56","garrett_64","garrett_79","garrett_74","garrett_80","garrett_81","garrett_83","garrett_59","garrett_94","garrett_92","garrett_84","garrett_86","garrett_87","garrett_37","garrett_93","garrett_75","garrett_65","garrett_77","garrett_69","garrett_72","garrett_63","garrett_54","garrett_33","garrett_91","garrett_55","garrett_88","garrett_44","garrett_90","garrett_52","garrett_42","garrett_58","25617X43","25617X44","25617X45","25617X46","25617X47","25617X48","25617X49","25617X50","25617X51","25617X52","25617X53","25617X54","25617X55","25617X56","25617X57","25617X58","25617X59","25617X60","25617X61","25617X62","25617X63"
"Lactobacillus acidophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus xylocopicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus terrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus amylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Lactobacillus panisapium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus johnsonii",0,0,0,0,0,0,0,0,0,0,0.253807106598985,0,0,0,0,0,0.0856898029134533,0.000767303236046591,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Ligilactobacillus saerimneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458085203847916,0,0,0,0
"Limosilactobacillus oris",0,0.0527426160337553,0,0,0,0,0,0,0,0.0541907514450867,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc falkenbergense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella paramesenteroides",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella confusa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155459343495192,0,0.458715596330275,0,0,0.150943396226415,0.0153657037492317,0,0,0,0.199282582702272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella cibaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604753361420767,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella coleopterorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Levilactobacillus brevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0.000777296717475962,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0,0,0,0.00673174015483002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentilactobacillus curieae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentilactobacillus kefiri",0,0,0,0,0,0,0.884955752212389,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latilactobacillus sakei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Liquorilactobacillus hordei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liquorilactobacillus mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Periweissella cryptocerci",0,0,0,0,0,0,0,0,0.12970168612192,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xylocopilactobacillus apis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xylocopilactobacillus apicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Pediococcus inopinatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus claussenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lapidilactobacillus dextrinicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142499172408653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus hirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"uncultured Enterococcus sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"Enterococcus avium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus casseliflavus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Vagococcus sp. CY52-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vagococcus teuberi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Vagococcus xieshaowenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vagococcus carniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505823290633417,0.00227409689926888,0,0,0,0,0,0,0,0,0,0,0
"Vagococcus intermedius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melissococcus plutonius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Aerococcus sanguinicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Globicatella sp. PHS-GS-PNBC-21-1553",0,0,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301168533911577,0,0,0,0,0,0.00252911645316709,0.00227409689926888,0,0.0177221172022684,0,0,0,0,0,0,0,0,0
"Fundicoccus culcitae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0,0,0,0,0.0398565165404544,0.740740740740741,0,0,0,0,0.00200746778014213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeotgalibaca arthritidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeotgalibaca dankookensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025745327223109,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dolosigranulum pigrum",0,0,0,0,0,0,0,0,15.1750972762646,0,0,0,0,0,1.04529616724739,27.1428571428571,0,0.00208268021212646,0,0.000777296717475962,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0.0177777777777778,0,13.8055655945067,2.7920910724985,41.2916047697434,42.4244374646002,0.01346348030966,0.0080633781522769,0.00126455822658354,0.00568524224817219,0.0164240694738139,9.00283553875236,8.10410615638704,0.0406516776634667,0.031210986267166,0,0,0,0,0.00541235369731412,0.00323676970383557
"Bacillus sp. S3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200746778014213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus mycoides",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0.000548073740033279,0,0.000777296717475962,0,0,0,0,0,0,0.0691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0.00227409689926888,0,0,0,0,0,0,0,0,0,0,0.00161838485191779
"Bacillus methanolicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Bacillus altitudinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454819379853776,0,0,0,0,0,0,0,0,0,0,0
"Bacillus safensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Priestia aryabhattai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neobacillus sp. PS2-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neobacillus sp. OS1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0
"Neobacillus cucumis",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peribacillus asahii",0,0,0.0396353547364249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0.00200746778014213,0,0,0,0,0,0,0,0.00569508514152287,0,0.015605493133583,0,0,0,0,0,0
"Anoxybacillus flavithermus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Anoxybacillus amylolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Metabacillus sp. cB07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metabacillus litoralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metabacillus sediminilitoris",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysinibacillus agricola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysinibacillus sp. CD3-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysinibacillus sp. 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysinibacillus fusiformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590737240075614,0,0,0,0,0,0,0,0,0
"Lysinibacillus macroides",0,0,0,0,0,0,0,0,0,0,0.253807106598985,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lysinibacillus pakistanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Mesobacillus sp. S13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031210986267166,0,0,0,0,0,0
"Mesobacillus foraminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virgibacillus phasianinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geobacillus sp. E263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caldibacillus thermoamylovorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39372822299652,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0.0120950672284153,0,0.00227409689926888,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Fictibacillus sp. KU28468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeribacillus pallidus",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psychrobacillus sp. AK 1817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terribacillus sp. DMT04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Terribacillus goriensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rossellomorea marisflavi",0,0.105485232067511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0.000777296717475962,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rossellomorea aquimaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200746778014213,0,0,0,0,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Pontibacillus sp. ALD_SL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0
"Cytobacillus gottheilii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cytobacillus firmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminibacillus dalangtanensis",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Niallia taxi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lederbergia lenta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkalihalobacillus sp. LMS39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Alkalihalobacillus sp. AL-G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salicibibacter cibarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227409689926888,0,0,0,0,0,0,0,0,0,0,0
"Salicibibacter cibi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amphibacillus xylanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0
"Ectobacillus sp. JY-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. CAA11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. YPG26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. FSL R5-0912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. DCT19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. BIHB 4019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403168907613845,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. 481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707714083510262,0,0,0,0,0,0,0,0,0,0.0120467413564631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. KACC 21273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. PK1-4R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus psychroresistens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Paenibacillus hunanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus elgii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604753361420767,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus silvisoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus woosongensis",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051490654446218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus crassostreae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus marchantiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus typhae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
